text,sentiment,,,,,,
I`m dreading hearing even worse news tonight,negative,,,,,,
"so now that I have a whole 20 followers, 5 of them actual people, I don`t know what to write in here anymore",neutral,,,,,,
haappy bank holiday  2 weeeeks. aah!,positive,,,,,,
  I thought  was against licensing stores bc it takes away from the experience they want to provide,neutral,,,,,,
_a_michael It doesn`t look like you`re tired in the pic.  Don`t work too hard.,neutral,,,,,,
so I slept in a little...well a lot. whooops,neutral,,,,,,
says my new layout is so cute x) see the cuties ? hahahah  http://plurk.com/p/suqp6,positive,,,,,,
" Good night, Rob. Sleep well. Safe travels tomorrow!",positive,,,,,,
 i know i suck.  my data plan is weak sauce.,negative,,,,,,
" Well I will be making beds, creating noise & cleaning cleaning all day long.  With music & a smile  x",neutral,,,,,,
"  Bit of New Scientist, this weeks an last weeks, and Watership Down",neutral,,,,,,
 dear oh dear.....,negative,,,,,,
my monday running so fast!,neutral,,,,,,
playing at my old school playground still the same except them lame **** got rid of the tire swing,negative,,,,,,
happy mommah`s day to your moms  http://plurk.com/p/stqya,positive,,,,,,
_Cal Work or...(hehe mind in the gutter)! I`m sittin here doin this student loan thing.,neutral,,,,,,
" Lol - I could have written that - would be good to have 2 Mondays this week, then I might catch up x",positive,,,,,,
 you`re surrounded by them! I have no official nieces/nephews yet,neutral,,,,,,
 Cant wait for DTE in Michigan this summer you guys are great look for me in the customized NKOTB Track Jacket,positive,,,,,,
 nope i have a fifth generation ipod classic  it likes to be dumb,negative,,,,,,
 meetings are overrated.,negative,,,,,,
 I love the smell of procrastination in the morning... oder so.,positive,,,,,,
 I considered being a nurse when I was younger but I really don`t think I could cope if a baby died,negative,,,,,,
 I know.  I am definitely going to try and see Up this weekend.,positive,,,,,,
 Nice!!!!!!!! I WILL be there,positive,,,,,,
Oh No!!!! I must be gettin old!!!! My mom use to watch this show....I miss her,negative,,,,,,
" lol that just totally made me laugh, which made my day",positive,,,,,,
tonight was fun,positive,,,,,,
 this creepy guy when I was walking the dog  I`ve had my fill of creepers for the day,neutral,,,,,,
Good morning!  Just took the longest shower ive ever taken in my life. Like 45 to 50 min shower!! Woah. lol,positive,,,,,,
is on facebook,neutral,,,,,,
I get to drive my dad to the airport so he can fly to Vegas for the WSOP... I wanna go to Vegas...,neutral,,,,,,
Franco made breakfast for Mom. Here he`s trying to cut the strawberries (only safe knife  #fb http://twitpic.com/4wsmw,neutral,,,,,,
" http://twitpic.com/4w9h2 better in person had to send u this, I feel like mouse from 'The American Tail' . Over in RI!",neutral,,,,,,
"Allergies  sun is out, wearing shorts.  Stuck with my advisory the whole day.... This should be boring. Except fun. If people make it fun?",negative,,,,,,
 Thank you! You should know that I am both happy and sad (all at the same time) to know that. You`ve got 'The Right Stuff',neutral,,,,,,
"_merchant I agree, but teenage daughter will be spending my money on the movie of their concert this week.",neutral,,,,,,
Someone out there will soon  be the lucky recipient of my 5000th Tweet. Oh wait. ****. THIS was it!,neutral,,,,,,
Good  morning! Just went to bed it feels and already morning...goes fast! Now i am going to the gym soon. Have a nice day!,positive,,,,,,
 one of our governors is one of the directors of the company,neutral,,,,,,
no internet for a week or longer,negative,,,,,,
Jesus Christ meadowhall could do with better air con! Too hot,negative,,,,,,
Is listening to P!nk tunage and trying to teach my cat to dance to it... I think she`s getting it we can be backing dancers by next tour,neutral,,,,,,
 I sure she can,positive,,,,,,
"Getting ready for work and the sun is shining, plus it`s the w/e! Bgt tonight..... what am I gonna do after it`s finished?!",neutral,,,,,,
"this aztec mask is harder then i thought! but u kno what, i think i did a pretty good job for not being an artist",neutral,,,,,,
"Listenin to some old school new found glory. Hedro, gimi a high school band i can down load. Besides home grown....",neutral,,,,,,
"Kelly Kelly pays your bills @ 12:15, Kaden pays em @ 5:15 and  just wants you to follow him. lol He dosent get to pay bills",neutral,,,,,,
 i want to gooo,positive,,,,,,
evryone come here http://www.blogtv.com/People/GinaNicole2 were spamming so much and blogtv is glitching and it might work,negative,,,,,,
Ready for tomorrow. My mommy will get her gift for Mother`s Day. Hope she LOVES it!,positive,,,,,,
Ugh fun concert  screen cracked on phone again because it fell... =\,negative,,,,,,
 if you take backstreet boya and put them in silk mc hammer pants with sgt peppers/beatles coats and lame music then you have SMAP,neutral,,,,,,
"So happy, my VStudio shortcuts are backkk",positive,,,,,,
 can`t wait to hear the evp! And cuuuute picture.,positive,,,,,,
Headed to verizon. Praying that pinkberry is going to make it.,positive,,,,,,
Awaiting reply from two projects. One cancelled.,negative,,,,,,
Coco still out,neutral,,,,,,
 Have You Watched You Belong With Me?   By My Lovely Sister ) Kiddin.,positive,,,,,,
 Hello again  How`d ur saturday go?,neutral,,,,,,
 why aren`t you showing up as a #spymaster in my screen?,neutral,,,,,,
"Well, Sacramento, I hope you appreciate Rivkah Sass & treat her well. I`ll be sitting here in Omaha, pouting",positive,,,,,,
Leaving the beach .. Having a great day with vicente .. We needed this time together,positive,,,,,,
"Got caught in the rain. Sand Monsoon all the way home, even though i looked like a complete idiot",negative,,,,,,
just left & already misses Nashville  be back sunday,negative,,,,,,
Going to bed after the CAVS game  Don`t judge me LOL,neutral,,,,,,
" you`re a busy Bob, I`m jealous. I`m not sure I can even afford to go meet John de Lancie and Leonard Nimoy",negative,,,,,,
I am living in a country where the government is ALWAYS a circus show ... sad but true...,negative,,,,,,
went twitter crazy! last nigh :p well thats what happens when u got nothin ta do at 2 o`clock in da mornin,neutral,,,,,,
 I want chocolate!,neutral,,,,,,
"http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?",neutral,,,,,,
 yep  but I`m going better now,positive,,,,,,
Fun is being had.,positive,,,,,,
$#@! My nose stud fell out and I can`t find it  Looks like I`ll have to head into Amsterdam today and get a new one,negative,,,,,,
_by_spork we shall see,neutral,,,,,,
_other Excellent analogy,positive,,,,,,
Good morning tweeps. Busy this a.m. but not in a working way,positive,,,,,,
" lmao, im only joking mate",neutral,,,,,,
 FOLLOW ME BABY U SAID N DA CHAT U WILL  LUV YA GOODNITE,positive,,,,,,
"been busy at work, now must run before traffic is too bad.",neutral,,,,,,
got a rad new t-shirt from my aunt. Made from some cool shiny shiny pink material.,positive,,,,,,
 it was an awesome talk  find it very true that i am watching the ruby community closely,positive,,,,,,
#f1 in a few hours guess who is sleepin in the living room,neutral,,,,,,
 hahaha niene ur soo smart.! lmao i think that is who its by..  good lookin.. whts up gurlie?? i come home this weekend.!,positive,,,,,,
http://twitpic.com/664oz - this is what happens when i have no models,neutral,,,,,,
"I hereby announce that I am... employed! Couldn`t be happier, Alhamdulillah!",positive,,,,,,
"i juz registered my cp in twitter, but my tweets wont go thru? Argh..Hmm wanna follow my idols lyk  away from the PC..",negative,,,,,,
"Speaking,,,Speaking ...",neutral,,,,,,
Paid all my bills only to go out to the mailbox to find more of them,neutral,,,,,,
" I could, but that would require today not to be a duvet day. I imagine that my outfit for the Wendyhouse will be photo worthy",neutral,,,,,,
" Glad to hear you made it out, I hear that place used to be it`s own country  Looking forward to your arrival!",positive,,,,,,
"found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed",neutral,,,,,,
So many farewell parties! sad to see people leaving ..,negative,,,,,,
 - Still a pity it comes with no lamb though,negative,,,,,,
 I`ve got cups but you gotta come get them,neutral,,,,,,
"TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!",positive,,,,,,
 no other reason? I wonder if she loves you,positive,,,,,,
 happy birthday ness!!,positive,,,,,,
" Wow, I really hope it gets better. Asthma sucks",neutral,,,,,,
feels ..my cousin is a monkey  http://plurk.com/p/x23pa,negative,,,,,,
"charlie and the chocolate factory, in the mood for some johnny depp, then bed. Preparing for a 14 1/2 hour wok day tomorrow",neutral,,,,,,
 wasn`t the 'layers' just absolute positioned divs? Web compability killer,neutral,,,,,,
Don`t you hate it when you`re left with one slice of bread left in the bag? Half sandwich.,negative,,,,,,
Loves random acts of kindness and laughter,positive,,,,,,
"Gha, off to work - hopefully traffic has cleared up by the time I get there!!",positive,,,,,,
Just watched another episode of JONAS. Is it better than Hannah Montana? Very much true!,positive,,,,,,
Going to meet the new family I`m babysitting for... Wish I was still sleeeeping,positive,,,,,,
 Hi Heather. I dont know why... but I just saw your messages from April!! Have not been very twitter friendly...,negative,,,,,,
 I can`t belive you only have one episode to go  ****,neutral,,,,,,
 you can also watch Family Guy online. www.fancast.com  And yes I am a total shill.,neutral,,,,,,
 I know right  Poorpoor girl! It shows why they shouldn`t put young people in competitions like this though (.....) -,negative,,,,,,
NOT excited for 32 people reservation in the morning  **** LOVIN halo3 right now for sure too,neutral,,,,,,
" wowie wooie someone updated their twitter without me having to remind you. I`m not even mad,I`m impressed.  how was the lasagna ?",positive,,,,,,
Today is another good day for some less extreme experiences... Anyone a fan of #24? I`m watching season 4 now,positive,,,,,,
" i was going tonight, but you never wrote me back with the info  im sososo sad...",negative,,,,,,
 still not 100%    im sick of being sick!,negative,,,,,,
_collins I`m not sure I understand how this twitter thing works...,neutral,,,,,,
wat a stressful week i jus hope everything falls into place 4me,negative,,,,,,
with hubby at the dentist ready to hold his hand  and getting nervy about potentially buying a car tomorrow,negative,,,,,,
Aww I got to see my 1st grade teacher`s last day before she retired,positive,,,,,,
" For sure you should continue to Tweet WHILE on conf call, WHILE worrying about cat and bee.",negative,,,,,,
"LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art",negative,,,,,,
 when will she b finished,neutral,,,,,,
BGT made me cry tonight,negative,,,,,,
"gawww, why is facebook being so slow?",negative,,,,,,
 im cool  cant wait to hear these stories xoxo,positive,,,,,,
Bird poo update... Managed to clean it all off but some slight stainage remains  any tips?,neutral,,,,,,
Also I was conviced to do a happy dance and then told it was the most adorable happy dance ever,positive,,,,,,
I day til NYC!!!! and the journey soon begins!!! Music baby,neutral,,,,,,
i feel in love with pizza girl... now i eat pizza everyday,positive,,,,,,
 11 30s way early! anyway nigth night  love you!,positive,,,,,,
" If i say PLEASE REPLY TO ME DOUGIE, will you do it? I double dare you",negative,,,,,,
 I`m not either. We should have went out *snicker* Although I am enjoying listening to RR and my beer,neutral,,,,,,
 Hey Esmee. How U doing?,neutral,,,,,,
" MUAHAHAHHAHAHA...   well, maybe they think I`m crazy or something. I haven`t scared  yet though",positive,,,,,,
" nope..not drunk..sometimes I think maybe I should..then maybe Twitter would make sense, ya know!",neutral,,,,,,
today got her POP! t-shirt & lovess ittt  haha x,positive,,,,,,
 EpiCentre Wheelock Place - tourists only..,neutral,,,,,,
"Perfect night. Best month of my life so far!! You my boo, ",positive,,,,,,
 yayy  you`ll can help me im doing my english homeworks which i had to do during the holidays >.<,positive,,,,,,
 hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha,positive,,,,,,
" Think you should do a tour in England, we dont got to see any aweomse people !!",negative,,,,,,
'Puke In My Mouth' the brilliant response to **** In My Pants  http://tinyurl.com/cy8z7y  Over the top wrong,neutral,,,,,,
